name,Food Group,Fat (g),Protein (g),Carbohydrate (g),Serving Weight 1 (g)
V8 Splash Juice Drinks Guava Passion Fruit,Beverages,0.0,0.0,7.82,243.0
V8 Splash Juice Drinks Strawberry Kiwi,Beverages,0.0,0.0,7.41,243.0
V8 Splash Juice Drinks Tropical Blend,Beverages,0.0,0.0,7.41,243.0
V8 V-Fusion Juices Peach Mango,Beverages,0.0,0.41,11.38,246.0
V8 V-Fusion Juices Strawberry Banana,Beverages,0.0,0.41,11.79,246.0
Energy Drink Monster Fortified With Vitamins C B2 B3 B6 B12,Beverages,0.0,0.47,11.28,240.0
Energy Drink Amp Sugar Free,Beverages,0.0,0.0,1.03,240.0
Energy Drink Rockstar,Beverages,0.22,0.34,12.7,31.0
Energy Drink Rockstar Sugar Free,Beverages,0.08,0.25,0.7,240.0
Meal Supplement Drink Canned Peanut Flavor,Beverages,3.07,3.5,14.74,158.0
Water With Corn Syrup And/or Sugar And Low Calorie Sweetener Fruit Flavored,Beverages,0.0,0.0,4.5,200.0
Horchata,Beverages,0.71,0.48,11.52,228.0
Unsweetened Rice Milk,Beverages,0.97,0.28,9.17,240.0
Energy Drink Vault Citrus Flavor,Beverages,0.0,0.0,12.99,31.0
Fruit Flavored Drink Reduced Sugar Greater Than 3% Fruit Juice High Vitamin C Added Calcium,Beverages,0.37,0.0,6.67,240.0
Fruit Juice Drink Greater Than 3% Fruit Juice High Vitamin C And Added Thiamin,Beverages,0.0,0.13,13.16,237.0
Tea Hibiscus Brewed,Beverages,0.0,0.0,0.0,237.0
Fruit Juice Drink Greater Than 3% Juice High Vitamin C,Beverages,0.11,0.13,11.35,238.0
Cinnamon Raisin Bagels,Baked Foods,1.7,9.8,55.2,26.0
Toasted Cinnamon Raisin Bagels,Baked Foods,1.8,10.6,59.3,24.0
Bagel (Oat Bran),Baked Foods,1.2,10.7,53.3,26.0
Biscuits Plain Or Buttermilk Frozen Baked,Baked Foods,11.03,6.2,53.87,28.4
Biscuits Plain Or Buttermilk Refrigerated Dough Higher Fat,Baked Foods,10.58,6.66,46.32,58.0
Biscuits Plain Or Buttermilk Refrigerated Dough Higher Fat Baked,Baked Foods,11.22,6.79,49.05,51.0
Biscuits Plain Or Buttermilk Prepared From Recipe,Baked Foods,16.3,7.0,44.6,28.4
Biscuits Mixed Grain Refrigerated Dough,Baked Foods,5.6,6.1,47.4,28.4
Bread Cracked-Wheat,Baked Foods,3.9,8.7,49.5,28.4
Bread Egg,Baked Foods,6.0,9.5,47.8,28.4
Bread Egg Toasted,Baked Foods,6.6,10.5,52.6,28.4
French Bread,Baked Foods,2.42,10.75,51.88,28.4
Bread Oat Bran,Baked Foods,4.4,10.4,39.8,28.4
Bread Oat Bran Toasted,Baked Foods,4.8,11.4,43.7,28.4
Bread Oatmeal,Baked Foods,4.4,8.4,48.5,28.4
Bread Oatmeal Toasted,Baked Foods,4.8,9.2,52.7,28.4
Bread Raisin Enriched,Baked Foods,4.4,7.9,52.3,28.4
Bread Raisin Enriched Toasted,Baked Foods,4.8,8.6,56.9,28.4
Bread Reduced-Calorie Oat Bran,Baked Foods,3.2,8.0,41.3,28.4
Bread Reduced-Calorie Oat Bran Toasted,Baked Foods,3.8,9.5,49.2,28.4
Rye Bread,Baked Foods,3.3,8.5,48.3,28.4
Bread Rye Toasted,Baked Foods,3.6,9.4,53.1,28.4
Wheat Bread,Baked Foods,4.53,10.67,47.54,28.4
Bread Wheat Toasted,Baked Foods,4.27,12.96,55.77,28.4
Whole Wheat Bread,Baked Foods,3.5,12.45,42.71,32.0
Toasted Whole Wheat Bread,Baked Foods,4.07,16.27,51.16,28.4
Bread Whole-Wheat Prepared From Recipe,Baked Foods,5.4,8.4,51.4,28.4
Bread Whole-Wheat Prepared From Recipe Toasted,Baked Foods,5.9,9.2,56.4,28.4
Bread Stuffing Cornbread Dry Mix,Baked Foods,4.2,10.0,76.7,28.4
Bread Stuffing Cornbread Dry Mix Prepared,Baked Foods,8.8,2.9,21.9,28.4
Cake Angelfood Commercially Prepared,Baked Foods,0.8,5.9,57.8,28.0
Cake Angelfood Dry Mix Prepared,Baked Foods,0.3,6.1,58.7,50.0
Cake Boston Cream Pie Commercially Prepared,Baked Foods,8.5,2.4,42.9,28.4
Chocolate Cake,Baked Foods,15.1,5.3,53.4,95.0
White Cake With Coconut Frosting,Baked Foods,10.3,4.4,63.2,28.4
Coffeecake Cheese,Baked Foods,15.2,7.0,44.3,28.4
Cinnamon Coffeecake,Baked Foods,23.3,6.8,46.7,28.4
Cake Gingerbread Dry Mix,Baked Foods,13.8,4.4,74.6,28.4
Gingerbread Cake,Baked Foods,16.4,3.9,49.2,28.4
Upside-Down Pineapple Cake,Baked Foods,12.1,3.5,50.5,28.4
Cake Pound Commercially Prepared Butter (Includes Fresh And Frozen),Baked Foods,13.96,5.0,53.64,61.0
Cake White Dry Mix Special Dietary (Includes Lemon-Flavored),Baked Foods,8.4,3.0,79.6,28.4
Cake Sponge Commercially Prepared,Baked Foods,2.7,5.4,61.0,28.4
Cake Sponge Prepared From Recipe,Baked Foods,4.3,7.3,57.7,28.4
Cake Pudding-Type White Enriched Dry Mix,Baked Foods,9.5,3.9,80.9,28.4
Cake White Prepared From Recipe Without Frosting,Baked Foods,12.4,5.4,57.2,74.0
Cake Yellow Prepared From Recipe Without Frosting,Baked Foods,14.6,5.3,53.0,68.0
Cheesecake Commercially Prepared,Baked Foods,22.5,5.5,25.5,28.4
Cheesecake Prepared From Mix No-Bake Type,Baked Foods,12.7,5.5,35.5,28.4
Cookies Brownies Commercially Prepared,Baked Foods,16.3,4.8,63.9,28.4
Cookies Chocolate Wafers,Baked Foods,14.2,6.6,72.7,28.4
Cookies Chocolate Chip Commercially Prepared Regular Lower Fat,Baked Foods,17.91,5.97,67.49,34.0
Cookies Chocolate Chip Commercially Prepared Regular Higher Fat Enriched,Baked Foods,24.72,5.1,65.36,12.9
Cookies Chocolate Chip Commercially Prepared Soft-Type,Baked Foods,19.77,3.63,65.75,14.2
Cookies Chocolate Sandwich With Creme Filling Regular,Baked Foods,19.14,5.21,71.0,36.0
Cookies Chocolate Sandwich With Creme Filling Regular Chocolate-Coated,Baked Foods,26.4,3.6,66.4,28.4
Cookies Chocolate Sandwich With Extra Creme Filling,Baked Foods,24.52,4.33,68.2,28.4
Fig Bars,Baked Foods,7.3,3.7,70.9,28.4
Forunte Cookies,Baked Foods,2.7,4.2,84.0,28.4
Chocolate Coated Marshmallows,Baked Foods,16.9,4.0,67.7,28.4
Molasses Cookies,Baked Foods,12.8,5.6,73.8,28.4
Oatmeal Cookies,Baked Foods,18.1,6.2,68.7,28.4
Cookies Oatmeal Commercially Prepared Soft-Type,Baked Foods,14.7,6.1,65.7,28.4
Cookies Peanut Butter Commercially Prepared Regular,Baked Foods,23.82,8.92,58.15,28.4
Cookies Peanut Butter Commercially Prepared Soft-Type,Baked Foods,24.4,5.3,57.7,28.4
Cookies Peanut Butter Refrigerated Dough,Baked Foods,25.0,8.2,52.1,28.4
Cookies Peanut Butter Refrigerated Dough Baked,Baked Foods,27.5,9.1,57.3,28.4
Cookies Brownies Dry Mix Sugar Free,Baked Foods,12.5,2.9,80.4,28.4
Cookies Chocolate Chip Commercially Prepared Special Dietary,Baked Foods,16.8,3.9,73.4,28.4
Cookies Chocolate Sandwich With Creme Filling Special Dietary,Baked Foods,22.1,4.5,68.0,28.4
Cookies Oatmeal Commercially Prepared Special Dietary,Baked Foods,18.0,4.8,69.9,28.4
Cookies Sugar Refrigerated Dough Baked,Baked Foods,23.1,4.7,65.6,28.4
Cookies Sugar Wafers With Creme Filling Regular,Baked Foods,23.24,3.84,70.64,36.0
Cookies Vanilla Sandwich With Creme Filling,Baked Foods,20.0,4.5,72.1,28.4
Puff Pastry Frozen Ready-To-Bake Baked,Baked Foods,38.5,7.4,45.7,28.4
Rye Crispbread,Baked Foods,1.3,7.9,82.2,14.2
Plain Matzo Crackers,Baked Foods,1.4,10.0,83.7,14.2
Matzo Egg Crackers,Baked Foods,2.1,12.3,78.6,14.2
Crackers Matzo Whole-Wheat,Baked Foods,1.5,13.1,78.9,14.2
Crackers Rye Sandwich-Type With Cheese Filling,Baked Foods,22.3,9.2,60.8,14.2
Crackers Rye Wafers Plain,Baked Foods,0.9,9.6,80.4,14.2
Crackers Rye Wafers Seasoned,Baked Foods,9.2,9.0,73.8,14.2
Crackers Saltines (Includes Oyster Soda Soup),Baked Foods,8.64,9.46,74.05,14.9
Crackers Wheat Sandwich With Cheese Filling,Baked Foods,25.0,9.8,58.2,14.2
Crackers Wheat Sandwich With Peanut Butter Filling,Baked Foods,26.7,13.5,53.8,14.2
Crackers Whole-Wheat,Baked Foods,14.13,10.58,69.55,28.0
Cracker Meal,Baked Foods,1.7,9.3,80.9,28.4
Plain Croutons,Baked Foods,6.6,11.9,73.5,14.2
Croutons Seasoned,Baked Foods,18.3,10.8,63.5,14.2
Danish Pastry Cinnamon Enriched,Baked Foods,22.4,7.0,44.6,28.4
Danish Pastry Cheese,Baked Foods,21.9,8.0,37.2,28.4
Danish Pastry Fruit Enriched (Includes Apple Cinnamon Raisin Lemon Raspberry Strawberry),Baked Foods,18.5,5.4,47.8,28.4
Doughnuts French Crullers Glazed,Baked Foods,18.3,3.1,59.5,28.4
Doughnuts Yeast-Leavened With Creme Filling,Baked Foods,24.5,6.4,30.0,28.4
Doughnuts Yeast-Leavened Glazed Enriched (Includes Honey Buns),Baked Foods,22.7,6.14,47.93,28.4
Doughnuts Yeast-Leavened With Jelly Filling,Baked Foods,18.7,5.9,39.0,28.4
English Muffins Raisin-Cinnamon Toasted (Includes Apple-Cinnamon),Baked Foods,2.21,8.87,55.04,28.4
English Muffins,Baked Foods,2.0,8.7,44.8,28.4
English Muffins Whole-Wheat,Baked Foods,2.1,8.8,40.4,28.4
French Toast Frozen Ready-To-Heat,Baked Foods,6.1,7.4,32.1,28.4
Muffins Plain Prepared From Recipe Made With Low Fat (2%) Milk,Baked Foods,11.4,6.9,41.4,28.4
Muffins Blueberry Commercially Prepared (Includes Mini-Muffins),Baked Foods,16.07,4.49,53.0,28.4
Muffins Blueberry Dry Mix,Baked Foods,3.25,3.48,61.0,43.0
Muffins Blueberry Toaster-Type,Baked Foods,9.5,4.6,53.3,28.4
Muffins Blueberry Prepared From Recipe Made With Low Fat (2%) Milk,Baked Foods,10.8,6.5,40.7,28.4
Muffins Oat Bran,Baked Foods,7.4,7.0,48.3,28.4
Muffins Wheat Bran Dry Mix,Baked Foods,12.0,7.1,73.0,28.4
Pancakes Plain Frozen Ready-To-Heat (Includes Buttermilk),Baked Foods,6.83,5.23,37.75,28.4
Pancakes Plain Dry Mix Complete (Includes Buttermilk),Baked Foods,3.1,9.77,73.65,52.0
Pancakes Blueberry Prepared From Recipe,Baked Foods,9.2,6.1,29.0,28.4
Pancakes Buckwheat Dry Mix Incomplete,Baked Foods,2.7,10.9,71.3,28.4
Pancakes Special Dietary Dry Mix,Baked Foods,1.4,8.9,73.9,28.4
Pancakes Whole-Wheat Dry Mix Incomplete,Baked Foods,1.5,12.8,71.0,28.4
Pie Banana Cream Prepared From Recipe,Baked Foods,13.6,4.4,32.9,28.4
Blueberry Pie,Baked Foods,10.0,1.8,34.9,28.4
Pie Blueberry Prepared From Recipe,Baked Foods,11.9,2.7,33.5,28.4
Pie Cherry Commercially Prepared,Baked Foods,11.0,2.0,39.8,28.4
Pie Cherry Prepared From Recipe,Baked Foods,12.2,2.8,38.5,28.4
Coconut Custard Pie,Baked Foods,13.2,5.9,30.2,28.4
Pie Egg Custard Commercially Prepared,Baked Foods,11.6,5.5,20.8,28.4
Pie Fried Pies Fruit,Baked Foods,16.1,3.0,42.6,28.4
Pie Lemon Meringue Commercially Prepared,Baked Foods,8.7,1.5,47.2,28.4
Pie Pecan Prepared From Recipe,Baked Foods,22.2,4.9,52.2,28.4
Pie Pumpkin Commercially Prepared,Baked Foods,9.75,3.9,34.83,28.4
Pie Pumpkin Prepared From Recipe,Baked Foods,9.3,4.5,26.4,28.4
Pie Vanilla Cream Prepared From Recipe,Baked Foods,14.4,4.8,32.6,28.4
Puff Pastry,Baked Foods,38.1,7.3,45.1,28.4
Phyllo Dough,Baked Foods,6.0,7.1,52.6,28.4
Popovers Dry Mix Enriched,Baked Foods,4.3,10.4,71.0,28.4
Rolls Dinner Plain Commercially Prepared (Includes Brown-And-Serve),Baked Foods,6.47,10.86,52.04,28.0
Rolls Dinner Whole-Wheat,Baked Foods,4.7,8.7,51.1,28.0
Rolls French,Baked Foods,4.3,8.6,50.2,28.4
Rolls Hamburger Or Hotdog Plain,Baked Foods,3.91,9.77,50.12,44.0
Rolls Hamburger Or Hotdog Mixed-Grain,Baked Foods,6.0,9.6,44.6,28.4
Sweet Rolls Cinnamon Refrigerated Dough With Frosting,Baked Foods,12.2,5.0,51.6,28.4
Sweet Rolls Cinnamon Refrigerated Dough With Frosting Baked,Baked Foods,13.2,5.4,56.1,28.4
Taco Shells Baked,Baked Foods,21.79,6.41,63.49,12.9
Toaster Pastries Brown-Sugar-Cinnamon,Baked Foods,7.98,4.06,72.64,28.4
Wonton Wrappers (Includes Egg Roll Wrappers),Baked Foods,1.5,9.8,57.9,28.4
Leavening Agents Baking Powder Double-Acting Sodium Aluminum Sulfate,Baked Foods,0.0,0.0,27.7,4.6
Leavening Agents Baking Powder Double-Acting Straight Phosphate,Baked Foods,0.0,0.1,24.1,4.6
Leavening Agents Baking Powder Low-Sodium,Baked Foods,0.4,0.1,46.9,5.0
Bread Crumbs Dry Grated Seasoned,Baked Foods,5.48,14.13,68.49,28.4
Cookies Oatmeal Prepared From Recipe Without Raisins,Baked Foods,17.9,6.8,66.4,28.4
Cookies Chocolate Chip Prepared From Recipe Made With Butter,Baked Foods,28.4,5.7,58.2,28.4
Bread Protein (Includes Gluten) Toasted,Baked Foods,2.4,13.2,48.1,28.4
Rolls Dinner Plain Prepared From Recipe Made With Low Fat (2%) Milk,Baked Foods,7.3,8.5,53.4,28.4
Pie Crust Cookie-Type Prepared From Recipe Graham Cracker Chilled,Baked Foods,24.4,4.1,63.9,30.0
Crackers Matzo Egg And Onion,Baked Foods,3.9,10.0,77.1,14.2
Pie Crust Cookie-Type Prepared From Recipe Vanilla Wafer Chilled,Baked Foods,36.2,3.7,50.2,129.0
Pie Crust Standard-Type Prepared From Recipe Unbaked,Baked Foods,30.8,5.7,42.3,24.0
Bread Cornbread Dry Mix Unenriched (Includes Corn Muffin Mix),Baked Foods,12.2,7.0,69.5,28.4
Bread Pita White Unenriched,Baked Foods,1.2,9.1,55.7,28.4
Bread Raisin Unenriched,Baked Foods,4.4,7.9,52.3,28.4
Bread White Commercially Prepared Low Sodium No Salt,Baked Foods,3.6,8.2,49.6,28.4
Cookies Butter Commercially Prepared Unenriched,Baked Foods,18.8,6.1,68.9,28.4
Cookies Chocolate Chip Commercially Prepared Regular Higher Fat Unenriched,Baked Foods,22.6,5.4,66.8,28.4
Cookies Ladyfingers Without Lemon Juice And Rind,Baked Foods,9.1,10.6,59.7,28.4
Crackers Melba Toast Plain Without Salt,Baked Foods,3.2,12.1,76.6,14.2
Crackers Whole-Wheat Low Salt,Baked Foods,17.2,8.8,68.6,14.2
Danish Pastry Cinnamon Unenriched,Baked Foods,22.4,7.0,44.6,28.4
Danish Pastry Fruit Unenriched (Includes Apple Cinnamon Raisin Strawberry),Baked Foods,18.5,5.4,47.8,28.4
Bread White Commercially Prepared Toasted Low Sodium No Salt,Baked Foods,4.0,9.0,54.4,28.4
Danish Pastry Lemon Unenriched,Baked Foods,18.5,5.4,47.8,28.4
English Muffins Plain Unenriched With Calcium Propionate (Includes Sourdough),Baked Foods,1.8,7.7,46.0,28.4
Rice And Wheat Cereal Bar,Snacks,9.09,9.09,72.73,22.0
Microwave Popcorn,Snacks,6.1,10.72,76.04,28.4
Snickers Marathon Double Chocolate Nut Bar,Snacks,8.99,22.35,51.66,55.0
Snacks M&m Mars Kudos Whole Grain Bars Peanut Butter,Snacks,20.78,5.88,64.69,28.0
Formulated Bar Mars Snackfood Us Snickers Marathon Honey Nut Oat Bar,Snacks,7.87,22.5,55.13,55.0
Snacks M&m Mars Kudos Whole Grain Bar M&Ms Milk Chocolate,Snacks,11.95,3.78,73.01,24.0
Formulated Bar Mars Snackfood Us Snickers Marathon Energy Bar All Flavors,Snacks,10.79,21.91,50.3,55.0
Formulated Bar Power Bar Chocolate,Snacks,3.11,14.15,69.63,68.0
Formulated Bar Mars Snackfood Us Cocoavia Chocolate Blueberry Snack Bar,Snacks,9.27,6.21,57.87,22.0
Formulated Bar Slim-Fast Optima Meal Bar Milk Chocolate Peanut,Snacks,8.92,16.19,60.21,55.0
Soychips,Snacks,7.35,26.5,53.15,28.4
Popcorn Microwave Regular (Butter) Flavor Made With Palm Oil,Snacks,30.22,8.38,57.26,7.9
Snacks Plantain Chips Salted,Snacks,29.59,2.28,63.84,28.4
Tortilla Chips Yellow Plain Salted,Snacks,22.33,6.62,67.38,28.4
Snacks Granola Bar Kashi Golean Crunchy Mixed Flavors,Snacks,9.23,17.88,59.58,47.0
Snacks Granola Bar Chewy Reduced Sugar All Flavors,Snacks,12.5,5.55,69.4,24.0
Snacks Granola Bites Mixed Flavors,Snacks,17.5,7.17,66.27,20.0
Snacks Pita Chips Salted,Snacks,15.2,11.79,68.26,28.4
Snacks Granola Bars Soft Almond Confectioners Coating,Snacks,20.0,8.6,60.13,35.0
Formulated Bar High Fiber Chewy Oats And Chocolate,Snacks,10.0,5.0,69.82,40.0
Snacks Bagel Chips Plain,Snacks,15.14,12.34,66.36,28.4
Snacks Nutri-Grain Fruit And Nut Bar,Snacks,10.93,9.38,66.72,32.0
Snacks Yucca (Cassava) Chips Salted,Snacks,25.91,1.34,69.23,28.4
Snacks Granola Bar General Mills Nature Valley Chewy Trail Mix,Snacks,11.43,5.71,72.27,35.0
Snacks Granola Bar Quaker Dipps All Flavors,Snacks,20.42,7.52,64.96,31.0
Snacks Brown Rice Chips,Snacks,2.8,8.2,81.5,9.0
Snack Pretzel Hard Chocolate Coated,Snacks,17.64,7.05,70.07,28.0
Low Carb Monster Energy Drink,Beverages,0.0,0.0,1.38,240.0
Whiskey Sour Mix,Beverages,0.1,0.6,97.3,17.0
Alcoholic Beverage Whiskey Sour Prepared With Water Whiskey And Powder Mix,Beverages,0.02,0.1,15.85,29.4
The Coca-Cola Company Nos Energy Drink Original Grape Loaded Cherry Charged Citrus Fortified With Vitamins B6 And B12,Beverages,0.0,0.0,11.25,480.0
Vitamin Fortified Water,Beverages,0.0,0.0,1.25,240.0
Abbott Eas Whey Protein Powder,Beverages,5.13,66.67,17.95,39.0
Alcoholic Beverage Creme De Menthe 72 Proof,Beverages,0.3,0.0,41.6,33.6
Nestle Boost Plus Nutritional Drink Ready-To-Drink,Beverages,5.38,5.38,17.29,237.0
Slimfast Meal Replacement  High Protein Shake Ready-To-Drink 3-2-1 Plan,Beverages,3.38,6.59,0.85,295.0
Unilever Slimfast Meal Replacement Regular Ready-To-Drink  3-2-1 Plan,Beverages,1.93,3.32,7.74,295.0
Unilever Slimfast Shake Mix Powder 3-2-1 Plan,Beverages,13.34,8.13,73.92,26.0
Fuze Orange Mango Fortified With Vitamins A C E B6,Beverages,0.06,0.68,9.2,500.0
Unilever Slimfast Shake Mix High Protein Whey Powder 3-2-1 Plan,Beverages,13.46,27.87,50.0,26.0
Acai Berry Drink Fortified,Beverages,0.83,0.83,12.83,266.0
Sweet Dessert Wine,Beverages,0.0,0.2,13.69,29.5
Whey Protein Powder Isolate,Beverages,1.16,58.14,29.07,86.0
Orange Juice Light No Pulp,Beverages,0.0,0.21,5.42,240.0
The Coca-Cola Company Hi-C Flashin Fruit Punch,Beverages,0.0,0.0,12.5,200.0
Protein Powder Whey Based,Beverages,1.56,78.13,6.25,32.0
Protein Powder Soy Based,Beverages,5.56,55.56,28.89,45.0
Rich Chocolate Powder,Beverages,0.0,0.0,92.96,11.0
Chocolate Malt Powder Prepared With Fat Free Milk,Beverages,0.17,3.25,8.64,256.0
Table Wine,Beverages,0.0,0.07,2.72,148.0
V8 Splash Smoothies Peach Mango,Beverages,0.0,1.22,7.76,245.0
Unsweetened Chocolate Almond Milk,Beverages,1.46,0.83,1.25,240.0
The Coca-Cola Company Glaceau Vitamin Water Revive Fruit Punch Fortified,Beverages,0.0,0.0,0.0,591.0
Minute Maid Lemonada Limeade,Beverages,0.0,0.0,13.75,240.0
Red Wine,Beverages,0.0,0.07,2.61,29.4
Barbera,Beverages,0.0,0.07,2.79,29.4
Zinfandel,Beverages,0.0,0.07,2.86,29.4
Petite Sirah,Beverages,0.0,0.07,2.68,29.5
Claret,Beverages,0.0,0.07,3.01,29.4
Chenin Blanc,Beverages,0.0,0.07,3.31,29.5
Fume Blanc,Beverages,0.0,0.07,2.27,29.3
Mixed Vegetable And Fruit Juice Drink With Added Nutrients,Beverages,0.01,0.04,7.47,247.0
Alcoholic Beverage Wine Table White Muller Thurgau,Beverages,0.0,0.07,3.48,29.5
Cream Soda,Beverages,0.0,0.0,13.3,30.9
Riesling,Beverages,0.0,0.07,3.74,29.6
Sauvignon Blanc,Beverages,0.0,0.07,2.05,29.3
Late Harvest White Wine,Beverages,0.0,0.07,13.39,30.8
Grape Soda,Beverages,0.0,0.0,11.2,31.0
Carbonated Low Calorie Other Than Cola Or Pepper  Without Caffeine,Beverages,0.0,0.1,0.0,29.6
Carbonated Lemon-Lime Soda No Caffeine,Beverages,0.0,0.09,10.42,30.8
Sprite,Beverages,0.02,0.05,10.14,30.8
Carbonated Low Calorie Other Than Cola Or Pepper With Aspartame Contains Caffeine,Beverages,0.0,0.1,0.0,29.6
Burgundy,Beverages,0.0,0.07,3.69,29.5
Pepper Soda,Beverages,0.1,0.0,10.4,30.7
Energy Drink Red Bull,Beverages,0.0,0.46,10.23,258.0
Tea Black Ready To Drink Decaffeinated Diet,Beverages,0.0,0.0,0.83,240.0
Tea Black Ready To Drink Decaffeinated,Beverages,0.0,0.0,8.75,240.0
Grape Juice Drink Canned,Beverages,0.0,0.0,14.55,31.3
Cranberry Juice Cocktail,Beverages,0.34,0.0,12.25,271.0
Lemonade Frozen Concentrate White,Beverages,0.7,0.22,49.89,36.5
Lemonade Frozen Concentrate White Prepared With Water,Beverages,0.04,0.07,10.42,30.9
Malted Drink Mix Natural With Added Nutrients Powder Prepared With Whole Milk,Beverages,3.21,3.67,10.67,265.0
Malted Drink Mix Natural Powder Dairy Based.,Beverages,9.52,14.29,71.21,21.0
Malted Drink Mix Natural Powder Prepared With Whole Milk,Beverages,3.62,3.86,10.23,265.0
Ovaltine Chocolate Malt Powder,Beverages,0.0,0.0,92.96,78.0
Orange And Apricot Juice Drink Canned,Beverages,0.1,0.3,12.7,31.2
Pineapple And Grapefruit Juice Drink Canned,Beverages,0.1,0.2,11.6,31.3
Pineapple And Orange Juice Drink Canned,Beverages,0.0,1.3,11.8,31.3
Shake Fast Food Vanilla,Beverages,6.52,3.37,19.59,20.8
Black Tea (Brewed),Beverages,0.0,0.0,0.3,29.6
Tea Instant Decaffeinated Lemon Diet,Beverages,0.6,3.3,85.4,1.6
Tea Instant Decaffeinated Lemon Sweetened,Beverages,0.73,0.12,98.55,23.0
Tea Instant Unsweetened Powder,Beverages,0.0,20.21,58.66,0.7
Tea Instant Lemon Diet,Beverages,0.0,0.02,0.44,29.8
Tea Herb Other Than Chamomile Brewed,Beverages,0.0,0.0,0.2,29.6
Water Bottled Perrier,Beverages,0.0,0.0,0.0,29.6
